,name,reactionTime,trajectory,aimAction,aimPlayerGridList,noisePoint,goal,conditionName,decisionSteps,targetDiff,avoidCommitPoint,crossPoint,obstacles,noiseNumber,playerGrid,target1,target2
74,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]","[(14, 14), [14, 13], [14, 12], [13, 12], [12, 12], [12, 11], [12, 10], [12, 10], [11, 10], [10, 10], [9, 10], [8, 10], [8, 9], [7, 9], [6, 9], [5, 9]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(14, 13), (14, 12), (13, 12), (12, 12), (12, 11), (12, 10), (12, 9), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (7, 9), (6, 9), (5, 9)]","[7, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",expCondition1,6,1,"(10, 10)","(9, 9)","[(11, 11), (10, 14), (11, 13), (11, 9), (9, 11), (13, 11), (14, 10), (10, 3), (2, 2), (2, 9), (4, 8), (6, 8), (7, 6), (3, 10), (10, 2), (3, 12), (14, 3), (13, 3)]",2,"(14, 14)","(5, 9)","(9, 4)"
75,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3]","[(1, 0), [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [9, 0], [10, 0], [11, 0], [11, 1], [11, 2], [11, 3], [11, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (8, 1), (8, 2), (10, 0), (11, 0), (11, 1), (11, 2), (11, 3), (11, 4)]",[9],"[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",expCondition2,1,0,"(2, 1)","(4, 4)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (13, 7), (11, 6), (12, 12), (0, 4), (9, 5), (8, 7), (13, 9), (11, 9), (6, 8), (11, 7), (0, 2), (6, 5), (12, 1)]",1,"(1, 0)","(11, 4)","(4, 11)"
76,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3]","[(14, 0), [14, 1], [14, 1], [14, 2], [13, 2], [12, 2], [12, 3], [12, 3], [12, 4], [12, 5], [13, 5], [13, 6], [13, 7], [13, 8], [13, 9], [13, 10], [13, 11], [14, 11]]","[(0, 1), (1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[(14, 1), (15, 1), (14, 2), (13, 2), (12, 2), (12, 3), (11, 3), (12, 4), (12, 5), (13, 5), (13, 6), (13, 7), (13, 8), (13, 9), (13, 10), (13, 11), (14, 11)]",[],"[1, 0, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",expCondition1,6,controlAvoid,"(14, 0)","(14, 0)","[(11, 3), (14, 4), (13, 3), (9, 3), (11, 5), (11, 1), (10, 0), (4, 6), (12, 10), (8, 6), (13, 13), (7, 6), (9, 13), (8, 11), (3, 6), (13, 12), (2, 2), (11, 10)]",0,"(14, 0)","(14, 11)","(2, 0)"
77,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2]","[(14, 12), [13, 12], [12, 12], [11, 12], [12, 12], [11, 12], [10, 12], [9, 12], [8, 12], [8, 11], [7, 11], [6, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0)]","[(13, 12), (12, 12), (11, 12), (10, 12), (11, 12), (10, 12), (10, 11), (8, 12), (8, 11), (7, 11), (6, 11)]","[4, 7]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]",expCondition1,0,2,"(13, 12)","(11, 11)","[(13, 13), (13, 11), (11, 13), (2, 6), (5, 13), (9, 3), (1, 12), (12, 13), (10, 1), (5, 2), (7, 10), (14, 2), (1, 2), (10, 10), (8, 1), (1, 10), (6, 3), (4, 13)]",2,"(14, 12)","(6, 11)","(11, 4)"
78,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3]","[(0, 12), [0, 11], [0, 10], [0, 9], [1, 9], [0, 10], [0, 9], [1, 9], [1, 8], [1, 7], [1, 6], [1, 5], [2, 5], [3, 5]]","[(0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0)]","[(0, 11), (0, 10), (0, 9), (1, 9), (2, 9), (0, 9), (1, 9), (1, 8), (1, 7), (1, 6), (1, 5), (2, 5), (3, 5)]",[5],"[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]",expCondition1,0,0,"(1, 12)","(3, 11)","[(1, 13), (3, 13), (1, 11), (2, 3), (9, 6), (7, 3), (3, 4), (2, 2), (13, 12), (10, 5), (7, 8), (10, 4), (0, 4), (7, 10), (9, 14), (7, 5), (6, 7), (3, 14)]",1,"(0, 12)","(3, 5)","(9, 11)"
79,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[(0, 0), [0, 0], [1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [5, 10], [6, 10]]","[(-1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[(-1, 0), (1, 0), (1, 1), (2, 1), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4), (4, 5), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (6, 10)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",expCondition2,6,2,"(4, 4)","(6, 6)","[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (3, 6), (6, 3), (3, 13), (3, 12), (12, 10), (13, 11), (2, 11), (10, 13), (6, 11), (7, 7), (8, 12)]",0,"(0, 0)","(12, 6)","(6, 10)"
80,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(1, 1), [2, 1], [3, 0], [4, 0], [5, 0], [5, 1], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [7, 5], [7, 6], [7, 7], [8, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0)]","[(2, 1), (3, 1), (4, 0), (5, 0), (5, 1), (5, 2), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 5), (7, 6), (7, 7), (8, 7)]","[2, 6]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",randomCondition,0,1,"(14, 0)","(14, 0)","[(7, 12), (2, 12), (11, 7), (1, 7), (6, 8), (3, 13), (5, 10), (13, 12), (14, 5), (10, 12), (4, 10), (14, 3), (3, 1), (11, 3), (7, 0), (10, 10), (7, 4), (7, 11)]",2,"(1, 1)","(8, 7)","(4, 11)"
81,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3]","[(0, 14), [1, 14], [1, 13], [1, 12], [1, 11], [1, 10], [1, 9], [2, 9], [3, 8], [3, 7], [3, 6], [4, 6]]","[(1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]","[(1, 14), (1, 13), (1, 12), (1, 11), (1, 10), (1, 9), (2, 9), (3, 9), (3, 7), (3, 6), (4, 6)]",[8],"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",expCondition1,4,0,"(3, 11)","(4, 10)","[(2, 12), (0, 12), (4, 12), (2, 14), (2, 10), (10, 13), (5, 8), (7, 9), (0, 4), (0, 5), (9, 13), (4, 3), (5, 9), (11, 10), (5, 5), (8, 7), (9, 5), (3, 5)]",1,"(0, 14)","(4, 6)","(8, 10)"
82,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3]","[(0, 12), [1, 12], [1, 12], [2, 12], [3, 12], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12]]","[(1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 12), (1, 11), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12)]",[],"[2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]",expCondition2,0,controlAvoid,"(0, 12)","(0, 12)","[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (1, 3), (6, 9), (12, 4), (12, 5), (12, 10), (5, 8), (3, 3), (13, 13), (8, 8), (6, 5), (4, 4), (1, 1), (7, 9)]",0,"(0, 12)","(0, 2)","(10, 12)"
83,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4]","[(0, 14), [0, 13], [1, 13], [2, 13], [3, 13], [4, 13], [5, 13], [6, 12], [5, 11], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [10, 13], [10, 14]]","[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[(0, 13), (1, 13), (2, 13), (3, 13), (4, 13), (5, 13), (6, 13), (6, 13), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (10, 13), (10, 14)]","[7, 8]","[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",expCondition1,4,controlAvoid,"(0, 14)","(0, 14)","[(2, 12), (0, 12), (4, 12), (2, 14), (2, 10), (3, 3), (8, 8), (11, 13), (12, 10), (10, 2), (11, 2), (9, 8), (13, 1), (2, 1), (6, 2), (11, 1), (12, 2), (8, 3)]",2,"(0, 14)","(0, 4)","(10, 14)"
84,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]","[(14, 14), [13, 14], [12, 14], [12, 13], [13, 12], [12, 12], [11, 12], [11, 11], [11, 10], [11, 9], [11, 8], [11, 7]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[(13, 14), (12, 14), (12, 13), (12, 12), (12, 12), (11, 12), (11, 11), (11, 10), (11, 9), (11, 8), (11, 7)]",[4],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",expCondition1,2,2,"(12, 12)","(11, 11)","[(13, 13), (13, 11), (11, 13), (1, 10), (3, 7), (2, 13), (4, 13), (9, 10), (2, 11), (3, 4), (3, 13), (12, 5), (6, 7), (8, 1), (2, 6), (2, 9), (6, 8), (9, 7)]",1,"(14, 14)","(5, 11)","(11, 7)"
85,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4]","[(0, 14), [1, 14], [1, 13], [2, 13], [2, 12], [2, 11], [2, 10], [3, 10], [4, 10], [4, 11], [4, 10], [5, 10], [5, 9], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [10, 8]]","[(1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 14), (1, 13), (2, 13), (2, 12), (2, 11), (2, 10), (3, 10), (4, 10), (4, 11), (4, 10), (5, 10), (5, 9), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",expCondition2,6,2,"(4, 10)","(6, 8)","[(3, 11), (0, 10), (1, 11), (5, 11), (3, 9), (3, 13), (4, 14), (6, 11), (3, 8), (12, 8), (11, 5), (11, 4), (13, 4), (7, 5), (8, 2), (6, 1), (12, 6), (13, 14)]",0,"(0, 14)","(6, 2)","(10, 8)"
86,noise0.0667_softmaxBeta2.5_1,"[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(0, 12), [1, 12], [2, 12], [3, 12], [2, 13], [2, 12], [1, 12], [2, 12], [3, 12], [3, 12], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 12), (2, 12), (3, 12), (4, 12), (2, 12), (3, 12), (2, 12), (3, 12), (3, 13), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12)]","[4, 6]","[2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2]",expCondition2,0,controlAvoid,"(0, 12)","(0, 12)","[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (0, 14), (12, 3), (12, 1), (1, 2), (7, 14), (12, 9), (13, 1), (13, 9), (11, 3), (13, 7), (11, 8), (8, 6), (8, 9)]",2,"(0, 12)","(0, 1)","(11, 12)"
87,noise0.0667_softmaxBeta2.5_1,"[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3]","[(0, 13), [0, 12], [0, 12], [0, 11], [0, 10], [0, 9], [1, 10], [1, 9], [1, 8], [0, 8], [0, 7], [0, 6], [0, 5], [0, 4], [0, 3], [0, 2], [0, 1]]","[(0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[(0, 12), (1, 12), (0, 11), (0, 10), (0, 9), (0, 8), (1, 9), (1, 8), (0, 8), (0, 7), (0, 6), (0, 5), (0, 4), (0, 3), (0, 2), (0, 1)]","[2, 6]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",expCondition1,1,controlAvoid,"(0, 13)","(0, 13)","[(1, 13), (3, 13), (1, 11), (13, 14), (12, 6), (7, 3), (5, 2), (13, 10), (12, 4), (10, 4), (8, 5), (5, 3), (10, 14), (8, 8), (3, 2), (11, 11), (13, 4), (11, 12)]",2,"(0, 13)","(0, 1)","(10, 13)"
88,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(0, 2), [1, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [8, 3], [9, 3]]","[(1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]","[(1, 2), (1, 1), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (8, 3), (9, 3)]",[],"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",expCondition1,0,1,"(1, 2)","(3, 3)","[(1, 1), (1, 3), (3, 1), (7, 13), (11, 7), (0, 1), (10, 1), (8, 9), (4, 0), (10, 10), (11, 6), (5, 5), (7, 7), (1, 12), (13, 0), (7, 9), (13, 7), (10, 11)]",0,"(0, 2)","(9, 3)","(3, 10)"
89,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[(0, 2), [1, 2], [1, 2], [2, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [7, 3], [8, 3], [8, 4], [9, 4], [10, 4]]","[(1, 0), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0)]","[(1, 2), (1, 1), (2, 2), (2, 3), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (7, 3), (8, 3), (8, 4), (9, 4), (10, 4)]",[4],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1]",expCondition2,0,1,"(1, 2)","(4, 4)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (9, 11), (7, 7), (11, 9), (10, 7), (8, 9), (8, 12), (5, 1), (7, 1), (8, 8), (5, 6), (7, 11), (4, 1), (5, 7)]",1,"(0, 2)","(10, 4)","(4, 11)"
90,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(14, 0), [14, 0], [14, 1], [14, 2], [14, 3], [14, 4], [14, 5], [14, 6], [14, 7], [14, 8], [14, 9], [13, 9], [12, 9], [12, 10], [11, 10], [10, 10]]","[(0, -1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0)]","[(14, -1), (14, 1), (14, 2), (13, 2), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (13, 9), (12, 9), (12, 10), (11, 10), (10, 10)]",[4],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",expCondition2,2,2,"(12, 2)","(10, 4)","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (2, 10), (14, 13), (14, 11), (5, 4), (6, 12), (9, 11), (5, 13), (14, 12), (13, 12), (5, 3), (1, 3), (3, 12), (4, 12)]",1,"(14, 0)","(10, 10)","(6, 4)"
91,noise0.0667_softmaxBeta2.5_1,"[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3]","[(14, 0), [13, 0], [12, 0], [13, 0], [12, 0], [12, 1], [12, 2], [12, 3], [12, 4], [12, 5], [12, 6], [12, 7], [11, 7], [11, 8], [10, 8], [10, 9], [9, 9]]","[(-1, 0), (-1, 0), (1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0)]","[(13, 0), (12, 0), (13, 0), (12, 0), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6), (12, 7), (11, 7), (11, 8), (10, 8), (10, 9), (9, 9)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0]",expCondition1,6,2,"(10, 4)","(9, 5)","[(11, 3), (14, 4), (13, 3), (9, 3), (11, 5), (11, 1), (10, 0), (14, 11), (1, 0), (3, 12), (2, 12), (8, 6), (4, 12), (3, 8), (8, 12), (4, 10), (4, 11), (1, 6)]",0,"(14, 0)","(9, 9)","(3, 5)"
92,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]","[(14, 0), [13, 1], [13, 2], [12, 2], [11, 2], [11, 3], [10, 3], [10, 4], [10, 5], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [8, 10], [9, 10]]","[(1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[(15, 0), (13, 2), (12, 2), (11, 2), (11, 3), (10, 3), (10, 4), (10, 5), (9, 5), (9, 6), (9, 7), (9, 8), (9, 9), (9, 10), (9, 10)]","[1, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",controlCondition,0,2,"(15, -1)","(9, 5)","[(14, 3), (11, 0), (10, 1), (8, 1), (13, 4), (13, 6), (12, 6), (8, 2), (11, 5), (9, 3), (8, 12), (3, 7), (6, 11), (2, 11), (10, 11), (1, 1), (8, 11), (8, 8)]",2,"(14, 0)","(9, 10)","(2, 5)"
93,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2]","[(14, 2), [13, 2], [12, 2], [12, 3], [12, 4], [11, 4], [10, 4], [9, 4], [8, 4], [7, 4], [6, 4], [5, 4]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(13, 2), (12, 2), (12, 3), (12, 4), (11, 4), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",expCondition2,0,0,"(13, 2)","(10, 4)","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (10, 11), (4, 6), (7, 12), (2, 2), (3, 5), (8, 5), (14, 11), (3, 2), (2, 10), (4, 4), (5, 6), (1, 6), (6, 5)]",0,"(14, 2)","(10, 9)","(5, 4)"
94,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(10, 10), [9, 10], [9, 9], [9, 8], [10, 8], [10, 7], [9, 7], [9, 6], [8, 6], [8, 5], [7, 5]]","[(-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0)]","[(9, 10), (9, 9), (9, 8), (8, 8), (10, 7), (9, 7), (9, 6), (8, 6), (8, 5), (7, 5)]",[4],"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",randomCondition,0,2,"(14, 14)","(14, 14)","[(5, 10), (10, 12), (3, 6), (7, 13), (2, 3), (7, 9), (9, 4), (10, 13), (6, 5), (7, 12), (3, 9), (14, 13), (8, 0), (0, 3), (14, 4), (2, 8), (8, 9), (8, 3)]",1,"(10, 10)","(7, 5)","(13, 4)"
95,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3]","[(12, 0), [12, 1], [12, 1], [12, 2], [11, 2], [11, 3], [11, 2], [11, 3], [11, 4], [11, 5], [10, 6], [10, 7], [10, 8], [10, 9]]","[(0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(12, 1), (11, 1), (12, 2), (11, 2), (11, 3), (11, 4), (11, 3), (11, 4), (11, 5), (10, 5), (10, 7), (10, 8), (10, 9)]","[6, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1]",expCondition2,0,2,"(12, 1)","(10, 4)","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (4, 6), (13, 7), (2, 3), (4, 8), (12, 13), (7, 7), (13, 1), (10, 11), (3, 9), (1, 13), (14, 8), (3, 12), (4, 13)]",2,"(12, 0)","(10, 9)","(3, 4)"
96,noise0.0667_softmaxBeta2.5_1,"[0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(0, 1), [0, 2], [0, 2], [0, 3], [0, 3], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [1, 8], [1, 9], [2, 9], [3, 9], [3, 10], [3, 11], [4, 11]]","[(0, 1), (-1, 0), (0, 1), (1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0)]","[(0, 2), (-1, 2), (0, 3), (1, 3), (-1, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 9), (2, 9), (3, 9), (3, 10), (3, 11), (4, 11)]",[11],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0]",expCondition2,1,0,"(1, 2)","(4, 4)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (6, 10), (12, 0), (6, 13), (6, 0), (8, 13), (9, 0), (13, 10), (10, 7), (7, 9), (9, 6), (5, 7), (6, 8), (8, 10)]",1,"(0, 1)","(11, 4)","(4, 11)"
97,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","[(14, 14), [13, 14], [13, 13], [13, 12], [13, 11], [13, 10], [13, 9], [13, 8], [12, 8], [12, 7], [11, 7], [10, 7], [9, 7], [8, 6], [9, 6], [9, 5]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (0, -1)]","[(13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (13, 8), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (9, 6), (9, 6), (9, 5)]","[8, 13]","[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 2, 2, 2]",expCondition2,4,2,"(11, 11)","(9, 9)","[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (12, 9), (9, 12), (2, 4), (11, 2), (12, 2), (5, 5), (6, 1), (14, 2), (9, 1), (14, 4), (7, 8), (2, 6), (1, 9)]",2,"(14, 14)","(3, 9)","(9, 5)"
98,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(0, 2), [1, 2], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4]]","[(1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 2), (2, 2), (2, 3), (2, 4), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",expCondition2,0,1,"(1, 2)","(4, 4)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (13, 4), (12, 9), (10, 13), (8, 10), (10, 0), (9, 8), (13, 0), (7, 12), (10, 6), (13, 7), (11, 4), (8, 8), (6, 1)]",0,"(0, 2)","(9, 4)","(4, 10)"
