,name,reactionTime,trajectory,aimAction,aimPlayerGridList,noisePoint,goal,conditionName,decisionSteps,targetDiff,avoidCommitPoint,crossPoint,obstacles,noiseNumber,playerGrid,target1,target2
10,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 1]","[(11, 2), [11, 3], [11, 4], [11, 5], [11, 6], [11, 7], [11, 8], [11, 9], [12, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[(11, 3), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (12, 9)]",[],"[0, 0, 0, 1, 1, 1, 1, 1]",randomCondition,0,2,"(14, 0)","(14, 0)","[(3, 7), (12, 11), (1, 10), (8, 3), (1, 7), (9, 2), (6, 10), (12, 14), (10, 6), (8, 7), (9, 13), (0, 2), (12, 4), (0, 8), (4, 6), (8, 9), (5, 9), (6, 8)]",0,"(11, 2)","(12, 9)","(5, 5)"
11,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4]","[(14, 0), [13, 0], [13, 1], [12, 1], [11, 1], [11, 2], [11, 3], [11, 2], [11, 3], [11, 3], [10, 3], [9, 3], [9, 4], [8, 4], [7, 4], [6, 4]]","[(-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0)]","[(13, 0), (13, 1), (12, 1), (11, 1), (11, 2), (11, 3), (10, 3), (11, 3), (10, 3), (10, 3), (9, 3), (9, 4), (8, 4), (7, 4), (6, 4)]","[7, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2]",expCondition1,4,2,"(11, 3)","(10, 4)","[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (1, 5), (14, 12), (8, 6), (1, 7), (8, 5), (6, 5), (3, 0), (5, 5), (5, 0), (7, 8), (2, 8), (11, 11), (7, 12)]",2,"(14, 0)","(10, 10)","(6, 4)"
12,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(14, 14), [13, 14], [13, 13], [13, 12], [13, 11], [12, 11], [11, 11], [11, 10], [10, 10], [10, 9], [10, 8], [11, 9], [11, 8], [11, 7], [11, 6], [11, 5], [10, 5]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]","[(13, 14), (13, 13), (13, 12), (13, 11), (12, 11), (11, 11), (11, 10), (10, 10), (10, 9), (10, 8), (10, 7), (11, 8), (11, 7), (11, 6), (11, 5), (10, 5)]",[11],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0]",expCondition1,4,0,"(11, 11)","(10, 10)","[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (3, 9), (1, 3), (3, 8), (12, 3), (9, 1), (6, 5), (4, 12), (6, 6), (8, 2), (8, 8), (2, 11), (7, 2), (11, 4)]",1,"(14, 14)","(5, 10)","(10, 5)"
13,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 3]","[(11, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 6], [4, 6], [3, 6]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0)]","[(10, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (5, 7), (5, 6), (4, 6), (3, 6)]",[1],"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",randomCondition,0,controlAvoid,"(0, 0)","(0, 0)","[(8, 14), (2, 4), (8, 6), (2, 9), (2, 1), (5, 2), (9, 2), (11, 5), (8, 10), (10, 8), (7, 5), (8, 0), (4, 14), (6, 12), (10, 4), (2, 12), (5, 1), (14, 9)]",1,"(11, 7)","(3, 6)","(7, 1)"
14,noise0.0667_softmaxBeta2.5_1,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(0, 14), [0, 13], [0, 12], [0, 11], [1, 10], [1, 9], [1, 8], [1, 7], [1, 6], [0, 6], [0, 5], [0, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1)]","[(0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (1, 8), (1, 7), (1, 6), (0, 6), (0, 5), (0, 4)]",[4],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",expCondition1,2,controlAvoid,"(0, 14)","(0, 14)","[(1, 13), (3, 13), (1, 11), (8, 8), (10, 6), (6, 7), (5, 5), (4, 1), (10, 10), (11, 10), (10, 8), (9, 4), (12, 6), (13, 4), (9, 7), (9, 5), (6, 3), (10, 12)]",1,"(0, 14)","(0, 4)","(12, 14)"
15,noise0.0667_softmaxBeta2.5_1,"[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]","[(14, 0), [14, 1], [14, 2], [13, 2], [12, 2], [11, 2], [11, 3], [11, 4], [11, 5], [12, 5], [11, 6], [11, 7], [10, 7], [10, 8]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]","[(14, 1), (14, 2), (13, 2), (12, 2), (11, 2), (11, 3), (11, 4), (11, 5), (11, 6), (11, 5), (11, 7), (10, 7), (10, 8)]","[9, 10]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",expCondition2,2,1,"(12, 2)","(10, 4)","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (5, 7), (4, 9), (11, 10), (2, 10), (2, 7), (4, 1), (4, 11), (1, 11), (7, 6), (9, 10), (4, 13), (1, 4), (2, 0)]",2,"(14, 0)","(10, 8)","(5, 4)"
16,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4]","[(14, 14), [14, 13], [13, 13], [13, 12], [12, 12], [11, 12], [10, 12], [10, 11], [10, 10], [10, 9], [9, 9], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [4, 10], [4, 9]]","[(0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[(14, 13), (13, 13), (13, 12), (12, 12), (11, 12), (10, 12), (10, 11), (10, 10), (10, 9), (9, 9), (8, 9), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9)]",[11],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",controlCondition,0,2,"(15, 15)","(9, 9)","[(11, 14), (14, 11), (13, 10), (13, 8), (10, 13), (8, 13), (8, 12), (12, 8), (9, 11), (11, 9), (7, 7), (1, 7), (2, 5), (2, 3), (8, 2), (6, 1), (4, 2), (8, 8)]",1,"(14, 14)","(4, 9)","(9, 2)"
17,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 14), [3, 14], [4, 14], [5, 14], [5, 14], [5, 13], [5, 12], [5, 11], [6, 11], [7, 11], [7, 10], [8, 10], [9, 10], [10, 10]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]","[(3, 14), (4, 14), (5, 14), (5, 15), (5, 13), (5, 12), (5, 11), (6, 11), (7, 11), (7, 10), (8, 10), (9, 10), (10, 10)]",[],"[0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2]",expCondition2,0,0,"(2, 13)","(4, 10)","[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (13, 14), (13, 13), (13, 10), (8, 4), (0, 10), (9, 5), (11, 7), (11, 10), (1, 6), (8, 1), (7, 7), (12, 11), (10, 6)]",0,"(2, 14)","(4, 4)","(10, 10)"
18,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(13, 0), [12, 0], [12, 1], [12, 2], [11, 2], [11, 3], [11, 4], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9]]","[(-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[(12, 0), (12, 1), (12, 2), (11, 2), (11, 3), (11, 4), (10, 4), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",expCondition2,1,2,"(12, 1)","(10, 4)","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (8, 11), (3, 11), (8, 8), (3, 6), (4, 11), (8, 6), (5, 5), (11, 12), (12, 12), (3, 9), (1, 0), (1, 9), (7, 10)]",0,"(13, 0)","(10, 9)","(3, 4)"
19,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3]","[(14, 13), [14, 12], [13, 12], [12, 12], [12, 13], [12, 12], [12, 11], [11, 11], [10, 11], [11, 12], [10, 12], [9, 12], [8, 12], [7, 12], [6, 12], [5, 12], [5, 11], [5, 10], [4, 10]]","[(0, -1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0)]","[(14, 12), (13, 12), (12, 12), (12, 11), (12, 12), (12, 11), (11, 11), (10, 11), (10, 10), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (5, 12), (5, 11), (5, 10), (4, 10)]","[4, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",expCondition2,1,1,"(13, 12)","(10, 10)","[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (2, 12), (4, 7), (5, 8), (7, 2), (6, 6), (9, 9), (3, 7), (3, 10), (5, 7), (6, 5), (1, 11), (1, 5), (14, 1)]",2,"(14, 13)","(4, 10)","(10, 3)"
20,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","[(13, 0), [12, 0], [12, 1], [12, 2], [12, 3], [11, 3], [11, 4], [10, 4], [10, 5], [10, 6], [11, 5], [10, 5], [10, 6], [10, 7], [10, 8], [10, 9], [10, 10]]","[(-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[(12, 0), (12, 1), (12, 2), (12, 3), (11, 3), (11, 4), (10, 4), (10, 5), (10, 6), (10, 7), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",[10],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",expCondition2,1,0,"(12, 1)","(10, 4)","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (3, 10), (5, 13), (14, 5), (8, 11), (7, 12), (2, 10), (9, 13), (11, 11), (7, 7), (13, 12), (7, 11), (6, 7), (5, 11)]",1,"(13, 0)","(10, 10)","(4, 4)"
21,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","[(0, 0), [0, 1], [0, 2], [1, 2], [0, 3], [0, 4], [0, 5], [1, 5], [2, 5], [2, 6], [3, 6], [3, 7]]","[(0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[(0, 1), (0, 2), (1, 2), (2, 2), (0, 4), (0, 5), (1, 5), (2, 5), (2, 6), (3, 6), (3, 7)]",[4],"[0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 2]",expCondition1,2,2,"(2, 2)","(3, 3)","[(1, 1), (1, 3), (3, 1), (6, 5), (10, 2), (8, 12), (5, 9), (1, 11), (11, 12), (7, 8), (10, 10), (13, 1), (12, 10), (1, 9), (13, 2), (11, 2), (4, 10), (12, 12)]",1,"(0, 0)","(9, 3)","(3, 7)"
22,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 0), [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4]]","[(0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(2, 1), (2, 2), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",expCondition2,0,1,"(2, 1)","(4, 4)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (12, 9), (13, 7), (13, 2), (6, 13), (12, 10), (9, 10), (8, 12), (1, 9), (13, 13), (6, 6), (8, 6), (10, 9), (6, 10)]",0,"(2, 0)","(10, 4)","(4, 11)"
23,noise0.0667_softmaxBeta2.5_1,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[(0, 14), [0, 13], [1, 13], [1, 12], [1, 11], [2, 11], [3, 11], [3, 11], [3, 10], [4, 10], [4, 9], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10]]","[(0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(0, 13), (1, 13), (1, 12), (1, 11), (2, 11), (3, 11), (3, 10), (3, 10), (4, 10), (4, 9), (4, 8), (6, 10), (7, 10), (8, 10), (9, 10), (10, 10)]","[7, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2]",expCondition1,4,1,"(3, 11)","(4, 10)","[(2, 12), (0, 12), (4, 12), (2, 14), (2, 10), (11, 10), (11, 5), (6, 5), (7, 6), (13, 1), (8, 8), (9, 2), (10, 6), (0, 2), (4, 1), (12, 12), (12, 4), (11, 14)]",2,"(0, 14)","(4, 5)","(10, 10)"
24,noise0.0667_softmaxBeta2.5_1,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]","[(0, 0), [1, 0], [0, 0], [1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [9, 0], [10, 0], [11, 0]]","[(1, 0), (-1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]","[(1, 0), (0, 0), (1, 0), (1, 1), (1, 2), (2, 2), (3, 2), (4, 2), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (9, 0), (10, 0), (11, 0)]",[],"[1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",expCondition1,6,controlAvoid,"(0, 0)","(0, 0)","[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (13, 10), (12, 0), (10, 6), (10, 11), (13, 12), (11, 3), (10, 13), (12, 9), (10, 5), (9, 11), (12, 1)]",0,"(0, 0)","(11, 0)","(0, 12)"
