,name,reactionTime,trajectory,aimAction,aimPlayerGridList,noisePoint,goal,conditionName,decisionSteps,targetDiff,avoidCommitPoint,crossPoint,obstacles,noiseNumber,playerGrid,target1,target2
10,noise0.0667_softmaxBeta2.5_19,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(0, 13), [0, 12], [1, 12], [2, 12], [3, 12], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [8, 11]]","[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[(0, 12), (1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (8, 11)]",[],"[0, 0, 0, 0, 2, 2, 2, 2, 2, 0]",expCondition1,1,2,"(1, 12)","(3, 11)","[(1, 13), (3, 13), (1, 11), (10, 12), (3, 2), (2, 14), (13, 11), (0, 14), (10, 13), (10, 5), (12, 10), (5, 10), (9, 4), (9, 3), (5, 2), (8, 2), (12, 9), (11, 6)]",0,"(0, 13)","(3, 4)","(8, 11)"
11,noise0.0667_softmaxBeta2.5_19,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4]","[(0, 0), [1, 0], [1, 0], [2, 0], [2, 0], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [10, 5]]","[(1, 0), (0, -1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 0), (1, -1), (2, 0), (2, 1), (2, 1), (3, 1), (3, 2), (3, 3), (3, 4), (4, 4), (5, 4), (5, 4), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5)]","[4, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",controlCondition,0,1,"(-1, -1)","(5, 5)","[(3, 0), (0, 3), (1, 4), (1, 6), (4, 1), (6, 1), (6, 2), (2, 6), (5, 3), (3, 5), (9, 6), (12, 8), (12, 2), (1, 12), (10, 7), (7, 13), (7, 9), (13, 9)]",2,"(0, 0)","(10, 5)","(5, 11)"
12,noise0.0667_softmaxBeta2.5_19,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(0, 14), [1, 14], [1, 13], [2, 13], [3, 13], [3, 12], [3, 11], [4, 11], [4, 10], [5, 11], [6, 11], [7, 11], [7, 10], [8, 10], [9, 10]]","[(1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]","[(1, 14), (1, 13), (2, 13), (3, 13), (3, 12), (3, 11), (4, 11), (4, 10), (4, 9), (6, 11), (7, 11), (7, 10), (8, 10), (9, 10)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 2, 2]",expCondition1,4,1,"(3, 11)","(4, 10)","[(2, 12), (0, 12), (4, 12), (2, 14), (2, 10), (0, 1), (9, 8), (13, 7), (0, 5), (9, 6), (10, 7), (7, 8), (6, 5), (10, 3), (8, 4), (0, 3), (9, 9), (10, 9)]",1,"(0, 14)","(4, 6)","(9, 10)"
13,noise0.0667_softmaxBeta2.5_19,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[(0, 14), [0, 13], [1, 13], [2, 13], [2, 12], [2, 11], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [9, 9]]","[(0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[(0, 13), (1, 13), (2, 13), (2, 12), (2, 11), (2, 10), (3, 10), (4, 10), (4, 9), (6, 10), (7, 10), (8, 10), (9, 10), (9, 9)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]",expCondition1,6,2,"(4, 10)","(5, 9)","[(3, 11), (0, 10), (1, 11), (5, 11), (3, 9), (3, 13), (4, 14), (8, 5), (9, 2), (13, 6), (6, 4), (4, 1), (10, 5), (12, 3), (10, 2), (11, 11), (6, 8), (11, 5)]",1,"(0, 14)","(5, 3)","(9, 9)"
14,noise0.0667_softmaxBeta2.5_19,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3]","[(14, 14), [13, 14], [13, 13], [12, 13], [11, 13], [11, 12], [10, 12], [9, 12], [9, 13], [9, 14], [8, 14], [7, 14], [6, 14], [5, 14], [4, 14]]","[(0, 1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(14, 15), (13, 13), (12, 13), (11, 13), (11, 12), (10, 12), (9, 12), (9, 13), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14)]",[1],"[0, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",controlCondition,0,controlAvoid,"(14, 14)","(14, 14)","[(11, 14), (14, 11), (13, 10), (9, 11), (10, 13), (11, 9), (12, 12), (8, 13), (8, 12), (13, 8), (12, 8), (9, 11), (11, 3), (7, 7), (6, 5), (1, 8), (12, 2), (5, 4)]",1,"(14, 14)","(4, 14)","(14, 3)"
15,noise0.0667_softmaxBeta2.5_19,"[0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[(14, 0), [14, 1], [14, 2], [14, 3], [14, 4], [14, 5], [14, 6], [14, 7], [13, 7], [12, 7], [12, 8], [11, 8], [11, 9], [10, 9], [10, 10], [10, 11], [9, 11]]","[(0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0)]","[(14, 1), (14, 2), (15, 2), (14, 4), (14, 5), (14, 6), (14, 7), (13, 7), (12, 7), (12, 8), (11, 8), (11, 9), (11, 10), (10, 10), (10, 11), (9, 11)]","[3, 13]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",controlCondition,0,1,"(15, -1)","(9, 5)","[(14, 3), (11, 0), (10, 1), (11, 5), (13, 4), (9, 3), (12, 2), (13, 6), (12, 6), (8, 1), (8, 2), (11, 5), (7, 7), (4, 12), (13, 13), (2, 13), (4, 8), (5, 9)]",2,"(14, 0)","(9, 11)","(2, 5)"
16,noise0.0667_softmaxBeta2.5_19,"[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2]","[(12, 14), [12, 13], [12, 12], [11, 12], [10, 12], [9, 12], [9, 11], [9, 10], [8, 10], [7, 10], [7, 11], [6, 11]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]","[(12, 13), (12, 12), (11, 12), (10, 12), (9, 12), (9, 11), (8, 11), (8, 10), (7, 10), (7, 11), (6, 11)]",[7],"[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",expCondition1,0,2,"(12, 13)","(11, 11)","[(13, 13), (13, 11), (11, 13), (4, 7), (5, 8), (11, 1), (4, 5), (4, 14), (9, 4), (4, 9), (3, 1), (10, 9), (7, 9), (4, 11), (13, 9), (13, 13), (1, 6), (5, 7)]",1,"(12, 14)","(6, 11)","(11, 4)"
17,noise0.0667_softmaxBeta2.5_19,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 2]","[(0, 0), [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [10, 0]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0)]",[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",expCondition2,2,controlAvoid,"(0, 0)","(0, 0)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (13, 13), (5, 12), (12, 0), (7, 5), (11, 4), (9, 4), (1, 10), (9, 7), (11, 11), (7, 9), (5, 10), (7, 11), (10, 4)]",0,"(0, 0)","(10, 0)","(0, 12)"
18,noise0.0667_softmaxBeta2.5_19,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3]","[(14, 14), [14, 14], [14, 13], [13, 13], [13, 12], [12, 12], [12, 11], [12, 10], [11, 10], [10, 10], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [4, 9]]","[(0, 1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(14, 15), (14, 13), (13, 13), (13, 12), (12, 12), (12, 11), (12, 10), (11, 10), (10, 10), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",expCondition1,6,1,"(10, 10)","(9, 9)","[(11, 11), (10, 14), (11, 13), (11, 9), (9, 11), (13, 11), (14, 10), (4, 7), (1, 5), (1, 12), (2, 4), (1, 8), (8, 1), (4, 2), (8, 5), (7, 8), (3, 12), (8, 7)]",0,"(14, 14)","(4, 9)","(9, 3)"
19,noise0.0667_softmaxBeta2.5_19,"[1, 1, 1, 1, 2, 2, 2]","[(0, 12), [0, 11], [1, 10], [2, 10], [2, 9], [3, 8], [3, 7], [3, 6]]","[(0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[(0, 11), (0, 10), (2, 10), (2, 9), (2, 8), (3, 7), (3, 6)]","[2, 5]","[0, 1, 0, 1, 1, 1, 1]",expCondition1,0,0,"(1, 12)","(3, 11)","[(1, 13), (3, 13), (1, 11), (0, 14), (12, 5), (4, 13), (11, 7), (8, 2), (10, 11), (9, 13), (9, 6), (4, 5), (6, 13), (5, 6), (10, 5), (4, 10), (2, 2), (5, 3)]",2,"(0, 12)","(3, 6)","(8, 11)"
20,noise0.0667_softmaxBeta2.5_19,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4]","[(0, 0), [0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [3, 2], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [10, 6]]","[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (3, 1), (4, 2), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",expCondition2,6,1,"(4, 4)","(6, 6)","[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (3, 6), (6, 3), (1, 13), (11, 6), (8, 10), (13, 2), (13, 6), (13, 4), (7, 7), (9, 7), (7, 10)]",1,"(0, 0)","(10, 6)","(6, 11)"
21,noise0.0667_softmaxBeta2.5_19,"[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(14, 0), [14, 0], [13, 0], [12, 0], [12, 1], [12, 2], [13, 3], [12, 3], [12, 4], [11, 4], [10, 4], [10, 5], [10, 6], [10, 7], [10, 8], [9, 8], [9, 9], [9, 10], [9, 11]]","[(1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(15, 0), (13, 0), (12, 0), (12, 1), (12, 2), (11, 2), (12, 3), (12, 4), (11, 4), (10, 4), (10, 5), (10, 6), (10, 7), (10, 8), (9, 8), (9, 9), (9, 10), (9, 11)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1]",controlCondition,0,0,"(15, -1)","(9, 5)","[(14, 3), (11, 0), (10, 1), (8, 1), (13, 4), (13, 6), (12, 6), (8, 2), (11, 5), (9, 3), (3, 9), (8, 6), (6, 11), (2, 4), (13, 12), (10, 13), (7, 6), (2, 8)]",1,"(14, 0)","(9, 11)","(3, 5)"
22,noise0.0667_softmaxBeta2.5_19,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3]","[(1, 0), [2, 0], [2, 1], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4]]","[(1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[(2, 0), (2, 1), (2, 2), (3, 2), (4, 2), (4, 3), (5, 3), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4)]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",expCondition2,1,1,"(2, 1)","(4, 4)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (13, 10), (13, 12), (7, 13), (10, 4), (0, 9), (5, 6), (9, 8), (9, 13), (5, 11), (2, 12), (0, 3), (7, 5), (7, 7)]",0,"(1, 0)","(9, 4)","(4, 10)"
23,noise0.0667_softmaxBeta2.5_19,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","[(1, 14), [2, 14], [2, 14], [3, 14], [4, 14], [4, 13], [5, 13], [5, 12], [6, 12], [7, 12], [7, 11], [8, 11], [9, 11]]","[(1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]","[(2, 14), (2, 13), (2, 13), (4, 14), (4, 13), (5, 13), (5, 12), (6, 12), (7, 12), (7, 11), (8, 11), (9, 11)]","[2, 3]","[0, 0, 0, 2, 0, 2, 0, 2, 2, 0, 2, 2]",expCondition1,1,1,"(2, 13)","(3, 11)","[(1, 13), (3, 13), (1, 11), (10, 7), (6, 5), (11, 3), (2, 5), (10, 14), (12, 2), (5, 5), (7, 10), (5, 3), (0, 9), (12, 5), (4, 1), (4, 2), (5, 7), (10, 3)]",2,"(1, 14)","(3, 6)","(9, 11)"
24,noise0.0667_softmaxBeta2.5_19,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(14, 14), [13, 14], [13, 13], [13, 12], [13, 11], [12, 11], [11, 11], [10, 11], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [5, 9], [4, 9]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0)]","[(13, 14), (13, 13), (13, 12), (13, 11), (12, 11), (11, 11), (10, 11), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (5, 9), (4, 9)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",expCondition2,4,1,"(11, 11)","(9, 9)","[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (12, 9), (9, 12), (6, 2), (4, 8), (1, 5), (2, 11), (1, 3), (6, 5), (3, 5), (9, 1), (1, 1), (3, 9), (12, 2)]",0,"(14, 14)","(4, 9)","(9, 3)"
