,name,reactionTime,trajectory,aimAction,aimPlayerGridList,noisePoint,goal,conditionName,decisionSteps,targetDiff,avoidCommitPoint,crossPoint,obstacles,noiseNumber,playerGrid,target1,target2
73,noise0.0667_softmaxBeta2.5_14,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(0, 14), [1, 14], [2, 14], [2, 13], [2, 12], [2, 11], [3, 11], [3, 12], [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [4, 7], [4, 6]]","[(1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]","[(1, 14), (2, 14), (2, 13), (2, 12), (2, 11), (3, 11), (4, 11), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (4, 7), (4, 6)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",expCondition2,2,1,"(2, 12)","(4, 10)","[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (2, 3), (5, 2), (13, 12), (11, 10), (10, 11), (5, 6), (7, 1), (6, 7), (0, 4), (10, 13), (0, 5), (12, 9), (13, 1)]",1,"(0, 14)","(4, 6)","(9, 10)"
74,noise0.0667_softmaxBeta2.5_14,"[0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3]","[(14, 0), [13, 0], [13, 0], [13, 1], [13, 2], [13, 3], [14, 3], [13, 3], [14, 4], [13, 4], [13, 5], [13, 6], [12, 6], [12, 7], [11, 7], [11, 8], [10, 8], [10, 9]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]","[(13, 0), (12, 0), (13, 1), (13, 2), (13, 3), (12, 3), (13, 3), (13, 4), (13, 4), (13, 5), (13, 6), (12, 6), (12, 7), (11, 7), (11, 8), (10, 8), (10, 9)]","[6, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",expCondition1,4,1,"(11, 3)","(10, 4)","[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (3, 12), (4, 5), (3, 8), (3, 5), (6, 11), (6, 10), (9, 6), (3, 7), (6, 13), (4, 6), (2, 6), (1, 6), (1, 13)]",2,"(14, 0)","(10, 9)","(4, 4)"
75,noise0.0667_softmaxBeta2.5_14,"[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4]","[(0, 0), [1, 0], [1, 1], [1, 2], [1, 1], [0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [2, 7], [2, 8], [2, 9], [2, 10], [3, 10], [4, 10], [5, 10]]","[(1, 0), (0, 1), (0, 1), (0, -1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0)]","[(1, 0), (1, 1), (1, 2), (1, 1), (1, 2), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (2, 7), (2, 8), (2, 9), (2, 10), (3, 10), (4, 10), (5, 10)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2, 0, 0, 0]",expCondition2,4,0,"(3, 3)","(5, 5)","[(2, 2), (2, 0), (2, 4), (0, 2), (4, 2), (2, 5), (5, 2), (8, 10), (11, 12), (11, 11), (13, 12), (11, 0), (10, 9), (10, 6), (10, 8), (1, 13), (5, 12), (12, 7)]",1,"(0, 0)","(10, 5)","(5, 10)"
76,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4]","[(0, 0), [0, 1], [0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [5, 9], [6, 9], [6, 10], [6, 11], [6, 12]]","[(0, 1), (-1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]","[(0, 1), (-1, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (6, 10), (6, 11), (6, 12)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 2, 2]",expCondition2,6,0,"(4, 4)","(6, 6)","[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (3, 6), (6, 3), (8, 12), (13, 2), (11, 10), (10, 8), (8, 13), (12, 13), (11, 8), (9, 12), (10, 10)]",0,"(0, 0)","(12, 6)","(6, 12)"
77,noise0.0667_softmaxBeta2.5_14,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(12, 0), [11, 0], [10, 1], [9, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [6, 2], [6, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[(11, 0), (10, 0), (9, 1), (8, 1), (9, 1), (8, 1), (7, 1), (6, 1), (6, 2), (6, 3)]","[2, 4]","[0, 2, 2, 2, 2, 2, 2, 2, 0, 0]",expCondition1,0,2,"(12, 1)","(11, 3)","[(13, 1), (11, 1), (13, 3), (14, 9), (5, 5), (3, 0), (7, 8), (4, 11), (3, 7), (5, 7), (14, 1), (13, 12), (13, 8), (9, 10), (2, 10), (14, 11), (2, 6), (3, 8)]",2,"(12, 0)","(11, 10)","(6, 3)"
78,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3]","[(0, 14), [0, 13], [1, 13], [1, 12], [2, 12], [2, 11], [2, 10], [2, 10], [3, 10], [4, 10], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5]]","[(0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[(0, 13), (1, 13), (1, 12), (2, 12), (2, 11), (2, 10), (3, 10), (3, 10), (4, 10), (5, 10), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",expCondition1,6,2,"(4, 10)","(5, 9)","[(3, 11), (0, 10), (1, 11), (5, 11), (3, 9), (3, 13), (4, 14), (1, 4), (12, 9), (7, 8), (9, 2), (6, 2), (11, 2), (7, 3), (12, 13), (3, 1), (2, 4), (13, 2)]",1,"(0, 14)","(5, 5)","(11, 9)"
79,noise0.0667_softmaxBeta2.5_14,"[0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(14, 14), [13, 14], [12, 14], [12, 13], [12, 12], [12, 11], [11, 11], [10, 11], [9, 11], [8, 11], [7, 11], [6, 11], [5, 11]]","[(-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(13, 14), (12, 14), (12, 13), (12, 12), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (5, 11)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",expCondition1,2,0,"(12, 12)","(11, 11)","[(13, 13), (13, 11), (11, 13), (1, 4), (2, 12), (4, 6), (5, 10), (8, 8), (1, 11), (14, 3), (1, 10), (2, 9), (3, 6), (9, 10), (3, 9), (13, 1), (7, 8), (3, 12)]",0,"(14, 14)","(5, 11)","(11, 5)"
80,noise0.0667_softmaxBeta2.5_14,"[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4]","[(0, 0), [0, 1], [1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [7, 4], [8, 4], [9, 4], [10, 4], [10, 5], [11, 5]]","[(0, 1), (-1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]","[(0, 1), (-1, 1), (2, 0), (2, 1), (3, 1), (3, 2), (3, 3), (4, 3), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (8, 5), (8, 4), (9, 4), (10, 4), (10, 5), (11, 5)]","[2, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",controlCondition,0,0,"(-1, -1)","(5, 5)","[(3, 0), (0, 3), (1, 4), (5, 3), (4, 1), (3, 5), (2, 2), (6, 1), (6, 2), (1, 6), (2, 6), (5, 3), (12, 5), (9, 11), (7, 6), (13, 9), (7, 11), (11, 8)]",2,"(0, 0)","(11, 5)","(5, 11)"
81,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","[(14, 14), [13, 14], [12, 14], [11, 14], [10, 14], [9, 14], [8, 14], [7, 14], [6, 14], [6, 13], [6, 12], [6, 11], [5, 11]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0)]","[(13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (6, 13), (6, 12), (5, 12), (5, 11)]",[11],"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",expCondition1,2,0,"(12, 12)","(11, 11)","[(13, 13), (13, 11), (11, 13), (6, 9), (2, 3), (8, 5), (12, 4), (9, 7), (1, 7), (1, 1), (11, 4), (7, 5), (14, 4), (6, 10), (1, 11), (8, 8), (9, 3), (10, 5)]",1,"(14, 14)","(5, 11)","(11, 5)"
82,noise0.0667_softmaxBeta2.5_14,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(14, 0), [14, 0], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [8, 0], [7, 0], [6, 0], [5, 0], [4, 0], [3, 0], [2, 0]]","[(1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(15, 0), (14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (8, 0), (7, 0), (6, 0), (5, 0), (4, 0), (3, 0), (2, 0)]",[],"[0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",expCondition2,4,controlAvoid,"(14, 0)","(14, 0)","[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (9, 2), (12, 5), (14, 11), (1, 5), (4, 5), (2, 7), (13, 10), (2, 9), (4, 10), (4, 3), (4, 2), (4, 13), (5, 11)]",0,"(14, 0)","(14, 12)","(2, 0)"
83,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5]","[(14, 14), [13, 14], [13, 14], [13, 13], [13, 12], [12, 12], [11, 12], [10, 12], [10, 11], [10, 10], [9, 10], [10, 11], [11, 12], [10, 12], [10, 11], [10, 10], [10, 9], [9, 9], [9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [4, 8]]","[(-1, 0), (0, 1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(13, 14), (13, 15), (13, 13), (13, 12), (12, 12), (11, 12), (10, 12), (10, 11), (10, 10), (9, 10), (8, 10), (10, 10), (10, 12), (10, 11), (10, 10), (10, 9), (9, 9), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8)]","[11, 12]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",expCondition2,6,1,"(10, 10)","(8, 8)","[(11, 11), (10, 14), (11, 13), (11, 9), (9, 11), (13, 11), (14, 10), (11, 8), (8, 11), (3, 6), (2, 4), (2, 14), (2, 3), (1, 9), (3, 1), (2, 12), (3, 4), (3, 2)]",2,"(14, 14)","(4, 8)","(8, 3)"
84,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]","[(14, 14), [13, 14], [13, 13], [12, 13], [12, 12], [12, 11], [12, 10], [12, 9], [13, 10], [13, 9], [13, 8], [13, 7], [14, 7], [14, 6], [14, 5], [14, 4]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1)]","[(13, 14), (13, 13), (12, 13), (12, 12), (12, 11), (12, 10), (12, 9), (13, 9), (13, 9), (13, 8), (13, 7), (14, 7), (14, 6), (14, 5), (14, 4)]",[8],"[1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",expCondition1,6,controlAvoid,"(14, 14)","(14, 14)","[(11, 11), (10, 14), (11, 13), (11, 9), (9, 11), (13, 11), (14, 10), (2, 4), (2, 11), (6, 1), (1, 1), (1, 14), (3, 3), (2, 3), (4, 1), (3, 6), (12, 3), (13, 3)]",1,"(14, 14)","(4, 14)","(14, 4)"
85,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(0, 0), [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [7, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1)]","[(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (7, 1), (7, 2), (7, 3)]",[],"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",expCondition1,2,2,"(2, 2)","(3, 3)","[(1, 1), (1, 3), (3, 1), (13, 10), (7, 6), (8, 13), (12, 4), (5, 7), (4, 10), (10, 11), (1, 10), (9, 13), (13, 1), (5, 8), (4, 8), (4, 6), (10, 13), (11, 2)]",0,"(0, 0)","(7, 3)","(3, 9)"
86,noise0.0667_softmaxBeta2.5_14,"[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(0, 14), [0, 14], [1, 14], [2, 14], [3, 14], [2, 14], [3, 14], [2, 14], [3, 14], [4, 14], [5, 14], [6, 14], [7, 14], [8, 14], [9, 14], [10, 14], [11, 14], [12, 14]]","[(-1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(-1, 14), (1, 14), (2, 14), (3, 14), (3, 13), (3, 14), (4, 14), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14)]","[5, 7]","[0, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",expCondition1,2,controlAvoid,"(0, 14)","(0, 14)","[(1, 13), (3, 13), (1, 11), (12, 12), (11, 13), (12, 4), (12, 7), (9, 8), (9, 5), (9, 4), (1, 4), (13, 14), (11, 9), (12, 8), (0, 6), (8, 9), (3, 2), (8, 4)]",2,"(0, 14)","(0, 2)","(12, 14)"
87,noise0.0667_softmaxBeta2.5_14,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2]","[(12, 0), [11, 0], [10, 0], [9, 0], [8, 0], [8, 1], [7, 1], [7, 2], [6, 2], [6, 3], [5, 3], [4, 3]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]","[(12, 1), (10, 0), (9, 0), (8, 0), (8, 1), (7, 1), (7, 2), (6, 2), (6, 3), (5, 3), (4, 3)]","[1, 3]","[0, 2, 2, 2, 0, 2, 0, 2, 0, 2, 2]",expCondition1,0,2,"(12, 1)","(11, 3)","[(13, 1), (11, 1), (13, 3), (1, 10), (14, 2), (14, 11), (10, 11), (4, 13), (7, 9), (1, 8), (9, 9), (8, 9), (2, 9), (6, 9), (5, 12), (3, 13), (10, 4), (3, 5)]",2,"(12, 0)","(11, 8)","(4, 3)"
88,noise0.0667_softmaxBeta2.5_14,"[0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3]","[(14, 14), [14, 14], [13, 14], [12, 14], [12, 13], [12, 12], [11, 12], [10, 12], [10, 11], [10, 11], [10, 10], [9, 10], [8, 10], [7, 10], [7, 9], [6, 9], [5, 9], [4, 9]]","[(1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0)]","[(15, 14), (13, 14), (12, 14), (12, 13), (12, 12), (11, 12), (10, 12), (10, 11), (9, 11), (10, 10), (9, 10), (8, 10), (7, 10), (7, 9), (6, 9), (5, 9), (4, 9)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",expCondition1,6,1,"(10, 10)","(9, 9)","[(11, 11), (10, 14), (11, 13), (11, 9), (9, 11), (13, 11), (14, 10), (8, 5), (8, 3), (4, 5), (1, 4), (4, 1), (3, 8), (4, 6), (1, 5), (7, 8), (2, 4), (5, 8)]",0,"(14, 14)","(4, 9)","(9, 3)"
89,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[(14, 1), [14, 2], [14, 3], [14, 4], [14, 5], [14, 6], [14, 7], [14, 8], [14, 9], [14, 10], [14, 10], [14, 11], [14, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[(14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (14, 11), (14, 11), (14, 12)]",[10],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",expCondition1,1,controlAvoid,"(14, 1)","(14, 1)","[(13, 1), (11, 1), (13, 3), (1, 7), (7, 7), (5, 9), (10, 13), (8, 0), (7, 6), (3, 7), (3, 8), (13, 9), (11, 9), (9, 11), (9, 8), (8, 7), (1, 1), (9, 6)]",1,"(14, 1)","(14, 12)","(3, 1)"
90,noise0.0667_softmaxBeta2.5_14,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3]","[(0, 14), [1, 14], [1, 13], [2, 13], [2, 12], [3, 12], [3, 11], [4, 11], [4, 10], [4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [9, 9], [10, 9]]","[(1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 14), (1, 13), (2, 13), (2, 12), (3, 12), (3, 11), (4, 11), (4, 10), (5, 10), (5, 9), (6, 9), (7, 9), (8, 9), (9, 9), (10, 9)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",controlCondition,0,2,"(-1, 15)","(5, 9)","[(0, 11), (3, 14), (4, 13), (6, 13), (1, 10), (1, 8), (2, 8), (6, 12), (3, 9), (5, 11), (0, 1), (9, 6), (13, 11), (9, 4), (13, 10), (11, 12), (3, 1), (12, 6)]",1,"(0, 14)","(5, 2)","(10, 9)"
91,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(14, 0), [14, 1], [14, 2], [13, 2], [12, 2], [11, 2], [10, 2], [10, 3], [10, 4], [10, 5], [10, 6], [10, 7], [9, 7], [9, 8], [9, 9], [9, 10], [8, 10]]","[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0)]","[(14, 1), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (10, 3), (10, 4), (10, 5), (10, 6), (10, 7), (9, 7), (9, 8), (9, 9), (9, 10), (8, 10)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",expCondition2,6,0,"(10, 4)","(8, 6)","[(11, 3), (14, 4), (13, 3), (9, 3), (11, 5), (11, 1), (10, 0), (8, 3), (11, 6), (3, 6), (4, 11), (11, 13), (3, 4), (14, 13), (1, 6), (11, 11), (3, 13), (4, 13)]",0,"(14, 0)","(8, 10)","(4, 6)"
92,noise0.0667_softmaxBeta2.5_14,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3]","[(2, 14), [2, 14], [3, 14], [4, 14], [5, 14], [5, 13], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [9, 11], [10, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]","[(3, 14), (3, 14), (4, 14), (5, 14), (5, 13), (5, 12), (6, 12), (7, 12), (8, 12), (8, 11), (9, 11), (10, 11)]","[1, 10]","[0, 0, 2, 2, 0, 0, 2, 2, 2, 0, 0, 2]",expCondition1,0,0,"(2, 13)","(3, 11)","[(1, 13), (3, 13), (1, 11), (4, 6), (9, 6), (12, 8), (5, 2), (0, 14), (7, 6), (1, 9), (6, 7), (8, 1), (6, 1), (0, 11), (9, 8), (0, 13), (8, 6), (4, 7)]",2,"(2, 14)","(3, 4)","(10, 11)"
93,noise0.0667_softmaxBeta2.5_14,"[0, 0, 0, 1, 1, 1, 1, 1, 2, 2]","[(14, 2), [14, 3], [14, 4], [14, 5], [13, 5], [13, 6], [12, 6], [11, 6], [11, 7], [11, 8], [11, 9]]","[(0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(14, 3), (14, 4), (14, 5), (13, 5), (13, 6), (12, 6), (11, 6), (11, 7), (11, 8), (11, 9)]",[],"[0, 1, 1, 0, 1, 0, 0, 1, 1, 1]",expCondition1,0,1,"(13, 2)","(11, 3)","[(13, 1), (11, 1), (13, 3), (9, 12), (8, 4), (10, 5), (1, 0), (13, 10), (2, 8), (10, 4), (10, 1), (14, 1), (7, 12), (7, 4), (8, 7), (13, 1), (4, 13), (9, 0)]",0,"(14, 2)","(11, 9)","(4, 3)"
94,noise0.0667_softmaxBeta2.5_14,"[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]","[(0, 2), [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[(1, 2), (2, 2), (2, 3), (3, 3), (4, 3), (4, 4), (5, 4), (6, 4), (7, 4), (7, 4), (8, 4), (9, 4), (10, 4)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",expCondition2,0,1,"(1, 2)","(4, 4)","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (4, 0), (6, 13), (4, 1), (13, 12), (7, 8), (1, 1), (0, 1), (13, 0), (9, 8), (11, 10), (6, 8), (7, 5), (6, 7)]",1,"(0, 2)","(10, 4)","(4, 11)"
95,noise0.0667_softmaxBeta2.5_14,"[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[(14, 14), [14, 13], [13, 13], [12, 13], [11, 13], [10, 13], [9, 13], [8, 13], [7, 13], [6, 13], [6, 12], [5, 12], [5, 13], [5, 12], [5, 11], [4, 11], [4, 10], [4, 9]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1)]","[(14, 13), (13, 13), (12, 13), (11, 13), (11, 12), (9, 13), (8, 13), (7, 13), (6, 13), (6, 12), (5, 12), (5, 11), (5, 12), (5, 11), (4, 11), (4, 10), (4, 9)]","[5, 12]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",expCondition2,4,1,"(11, 11)","(9, 9)","[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (12, 9), (9, 12), (3, 1), (6, 6), (6, 1), (1, 4), (13, 1), (5, 8), (8, 4), (6, 8), (8, 3), (5, 7), (1, 1)]",2,"(14, 14)","(4, 9)","(9, 3)"
96,noise0.0667_softmaxBeta2.5_14,"[0, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(0, 13), [0, 12], [0, 11], [0, 10], [0, 9], [0, 8], [1, 8], [2, 8], [2, 7], [3, 7], [3, 6]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]","[(0, 12), (0, 11), (0, 10), (1, 10), (0, 8), (1, 8), (2, 8), (2, 7), (3, 7), (3, 6)]",[4],"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]",expCondition1,1,2,"(1, 12)","(3, 11)","[(1, 13), (3, 13), (1, 11), (11, 6), (13, 14), (13, 2), (11, 7), (11, 13), (13, 7), (6, 9), (9, 14), (11, 1), (6, 14), (4, 1), (10, 5), (5, 14), (13, 10), (4, 6)]",1,"(0, 13)","(3, 6)","(10, 11)"
